SMILES,PG Explainer_auroc,PG Explainer_ap,PG Explainer_ap_baseline,Integrated Gradients_auroc,Integrated Gradients_ap,Integrated Gradients_ap_baseline,Saliency_auroc,Saliency_ap,Saliency_ap_baseline,SHAP Sampling_auroc,SHAP Sampling_ap,SHAP Sampling_ap_baseline,Input x Gradient_auroc,Input x Gradient_ap,Input x Gradient_ap_baseline,GNN Explainer_auroc,GNN Explainer_ap,GNN Explainer_ap_baseline,SubgraphX_auroc,SubgraphX_ap,SubgraphX_ap_baseline
NC(=O)NN=C1CCCC(C(=O)O)C1,0.5,0.9285714285714286,0.9285714285714286,0.9230769230769231,0.9945054945054943,0.9285714285714286,0.5,0.9285714285714286,0.9285714285714286,0.9230769230769231,0.989010989010989,0.9285714285714286,0.5,0.9285714285714286,0.9285714285714286,0.5,0.9285714285714286,0.9285714285714286,1.0,1.0,0.9285714285714286
O=C(O)C1CC(c2ccccn2)=NNC1=O,0.5,0.6875,0.6875,1.0,1.0,0.6875,0.5,0.6875,0.6875,1.0,1.0,0.6875,0.5,0.6875,0.6875,0.5,0.6875,0.6875,1.0,1.0,0.6875
O=C(NN=C(CC(C(=O)O)C1=CNC2C=CC=CC12)c1ccccc1)c1ccc([N+](=O)[O-])cc1,0.5,0.38235294117647056,0.38235294117647056,1.0,0.9999999999999998,0.38235294117647056,0.5,0.38235294117647056,0.38235294117647056,1.0,1.0,0.38235294117647056,0.5,0.38235294117647056,0.38235294117647056,0.5,0.38235294117647056,0.38235294117647056,0.5952380952380952,0.43333333333333335,0.38235294117647056
COc1ccc(C(=O)NN=C(CC(C(=O)O)C2=CNC3C=CC=CC23)c2ccccc2)cc1,0.5,0.3939393939393939,0.3939393939393939,1.0,0.9999999999999998,0.3939393939393939,0.5,0.3939393939393939,0.3939393939393939,1.0,1.0,0.3939393939393939,0.5,0.3939393939393939,0.3939393939393939,0.5,0.3939393939393939,0.3939393939393939,0.675,0.5,0.3939393939393939
Cc1cc(C(CC(Nc2nnc(NC(=O)CC(=O)NNC(N)=O)s2)C(=O)O)=NNC(N)=O)ccc1Cl,0.5,0.3611111111111111,0.3611111111111111,1.0,0.9999999999999998,0.3611111111111111,0.5,0.3611111111111111,0.3611111111111111,1.0,1.0,0.3611111111111111,0.5,0.3611111111111111,0.3611111111111111,0.5,0.3611111111111111,0.3611111111111111,1.0,1.0,0.3611111111111111
COc1ccc(C(=O)NN=C(CC(C(=O)O)c2c[nH]c3ccccc23)c2ccccc2)cc1,0.5,0.3939393939393939,0.3939393939393939,1.0,0.9999999999999998,0.3939393939393939,0.5,0.3939393939393939,0.3939393939393939,0.9615384615384616,0.9533799533799534,0.3939393939393939,0.5,0.3939393939393939,0.3939393939393939,0.5,0.3939393939393939,0.3939393939393939,0.675,0.5,0.3939393939393939
O=C(O)C1CC(c2ccc(OCc3ccccc3)cc2)=NNC1=O,0.5,0.4583333333333333,0.4583333333333333,1.0,1.0,0.4583333333333333,0.5,0.4583333333333333,0.4583333333333333,0.9545454545454546,0.9507575757575757,0.4583333333333333,0.5,0.4583333333333333,0.4583333333333333,0.5,0.4583333333333333,0.4583333333333333,1.0,1.0,0.4583333333333333
Cc1cc(C(CC(Sc2nnc(NC(=O)NNC(N)=O)s2)C(=O)O)=NNC(N)=O)ccc1Cl,0.5,0.3939393939393939,0.3939393939393939,1.0,0.9999999999999998,0.3939393939393939,0.5,0.3939393939393939,0.3939393939393939,1.0,1.0,0.3939393939393939,0.5,0.3939393939393939,0.3939393939393939,0.5,0.3939393939393939,0.3939393939393939,1.0,1.0,0.3939393939393939
COc1ccc(C(=O)NN=C(CC(C(=O)O)c2cn(Cc3ccccc3)c3ccccc23)c2ccccc2)cc1,0.5,0.325,0.325,1.0,0.9999999999999998,0.325,0.5,0.325,0.325,1.0,1.0,0.325,0.5,0.325,0.325,0.5,0.325,0.325,0.7592592592592593,0.5,0.325
O=C(O)C1CC(=NNC(=O)C2CC2)C1,0.5,0.8571428571428571,0.8571428571428571,1.0,1.0,0.8571428571428571,0.5,0.8571428571428571,0.8571428571428571,1.0,1.0,0.8571428571428571,0.5,0.8571428571428571,0.8571428571428571,0.5,0.8571428571428571,0.8571428571428571,1.0,1.0,0.8571428571428571
CC1=NNC(=O)C(C(=O)O)C1,,,,,,,,,,,,,,,,,,,,,
CNC(=O)NN=C1CC(C(=O)O)C1,0.5,0.9230769230769231,0.9230769230769231,1.0,1.0,0.9230769230769231,0.5,0.9230769230769231,0.9230769230769231,0.9166666666666667,0.9871794871794871,0.9230769230769231,0.5,0.9230769230769231,0.9230769230769231,0.5,0.9230769230769231,0.9230769230769231,1.0,1.0,0.9230769230769231
