SMILES,Integrated Gradients_auroc,Integrated Gradients_ap,Integrated Gradients_ap_baseline,Saliency_auroc,Saliency_ap,Saliency_ap_baseline,SHAP Sampling_auroc,SHAP Sampling_ap,SHAP Sampling_ap_baseline,Input x Gradient_auroc,Input x Gradient_ap,Input x Gradient_ap_baseline,GNN Explainer_auroc,GNN Explainer_ap,GNN Explainer_ap_baseline,PG Explainer_auroc,PG Explainer_ap,PG Explainer_ap_baseline
CCCC(C)S1(CC1)(C)(C)C,1.0,1.0,0.5454545454545454,0.5,0.5454545454545454,0.5454545454545454,1.0,1.0,0.5454545454545454,0.5,0.5454545454545454,0.5454545454545454,0.5,0.5454545454545454,0.5454545454545454,0.5333333333333333,0.6909090909090908,0.5454545454545454
CCCC(COC)NC1=C(C=CC(=C1)Cl)C#N,1.0,1.0,0.35294117647058826,0.5,0.35294117647058826,0.35294117647058826,1.0,1.0,0.35294117647058826,0.5,0.35294117647058826,0.35294117647058826,0.5,0.35294117647058826,0.35294117647058826,0.3712121212121212,0.3081290849673203,0.35294117647058826
CCCC(CCC(C)O)N(CC1=CC=CC=C1)C(CCC)CCC(C)O,1.0,1.0,0.4230769230769231,0.5,0.4230769230769231,0.4230769230769231,1.0,1.0,0.4230769230769231,0.5,0.4230769230769231,0.4230769230769231,0.5,0.4230769230769231,0.4230769230769231,0.396969696969697,0.37390762831939306,0.4230769230769231
CCCC(C1(C2CCC(C(C2=CCC1C3(CCC(C3)C(C)CCC(C(C)(C)O)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)OC6C(C(C(C(O6)C)O)O)O)C)(C)C)OC7C(C(C(C(O7)CO)O)O)O)C)O,1.0,1.0,0.07692307692307693,0.5,0.07692307692307693,0.07692307692307693,1.0,1.0,0.07692307692307693,0.5,0.07692307692307693,0.07692307692307693,0.5,0.07692307692307693,0.07692307692307693,0.36226851851851855,0.09598283006301873,0.07692307692307693
CCCC(C(F)(F)F)NC(=O)C1=CN(C2=C(C1=O)C=CC(=N2)N3CCCC3)C4=C(C=C(C=C4)F)F,1.0,1.0,0.17142857142857143,0.5,0.17142857142857143,0.17142857142857143,1.0,1.0,0.17142857142857143,0.5,0.17142857142857143,0.17142857142857143,0.5,0.17142857142857143,0.17142857142857143,0.40229885057471265,0.29102995044171515,0.17142857142857143
CCCC(C#C)NS(=O)(=O)C1=CC(=C(C=C1)C#N)Cl,1.0,1.0,0.3157894736842105,0.5,0.3157894736842105,0.3157894736842105,,,,0.5,0.3157894736842105,0.3157894736842105,0.5,0.3157894736842105,0.3157894736842105,0.40384615384615385,0.28781676413255364,0.3157894736842105
CCCC(CC)NC(=O)C1(CCCC1)N.Cl,1.0,1.0,0.375,0.5,0.375,0.375,,,,0.5,0.375,0.375,0.5,0.375,0.375,0.475,0.3734126984126984,0.375
CCCC(C)C(CCC1CCCC1)NCCC,1.0,1.0,0.35294117647058826,0.5,0.35294117647058826,0.35294117647058826,,,,0.5,0.35294117647058826,0.35294117647058826,0.5,0.35294117647058826,0.35294117647058826,0.3484848484848485,0.47922951231774763,0.35294117647058826
CCCC(CCC)NC1CC2(CCC(CC2)C(C)(C)C)OC1,1.0,1.0,0.36363636363636365,0.5,0.36363636363636365,0.36363636363636365,,,,0.5,0.36363636363636365,0.36363636363636365,0.5,0.36363636363636365,0.36363636363636365,0.16964285714285715,0.2566225441225441,0.36363636363636365
CCCC(C(C)OC1=NC=C(CC=N1)C(F)(F)F)N(CC)C(=O)C2=C(C(=CC=C2)F)C3=NC=CC=N3,1.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,,,,0.5,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.4638888888888888,0.18839987173320505,0.16666666666666666
CCCC1CN(C(CN1)C)C2=CC(=C(C=C2)OC)F,1.0,1.0,0.3157894736842105,0.5,0.3157894736842105,0.3157894736842105,,,,0.5,0.3157894736842105,0.3157894736842105,0.5,0.3157894736842105,0.3157894736842105,0.3012820512820512,0.25124777756356703,0.3157894736842105
CCCC(C(CC1=CC=C(C=C1)C(C)C)O)OC,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,,,,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.31391859774212716,0.3333333333333333
CCCC(CC1=NN(C2=C1C=C(C=C2Cl)C(F)(F)F)C)C3=CCC(C=C3)C(=O)NCCC(=O)O.CCC1=CC=C(CC1)C,1.0,1.0,0.13953488372093023,0.5,0.13953488372093023,0.13953488372093023,,,,0.5,0.13953488372093023,0.13953488372093023,0.5,0.13953488372093023,0.13953488372093023,0.37387387387387383,0.1184738760792257,0.13953488372093023
CCCC1CCNCC1.CCCC1CCCCN1.CCCC1=CC=CC=C1.CCCC1=CC=CC=N1.CCNC1=C(C=C(C=C1)F)C.CC=CC1=CC=NC=C1.CC=CC1=CC=CC=N1.CC#CC1=CC=CC=C1.CC1CCN(C1=O)C.CC1=CC=CC=C1.CC1=CC(=CC=C1)Cl.CC1=C(N=CC=C1)NC.CC(C)CCNC.CC(C)C1=CC=C(C=C1)COC.CC(C1=CC=CC=C1)NC.CC(C1=CSC=C1)OC(=O)C.CNCC1=CC=NC=C1.CNC1=CC=NC=C1.CNC1=CC=CC=C1C(F)(F)F.COCC1=CC=CC=C1.COCC1=CN=CC=C1.COCC1=CC=CC=C1Cl.COCC1=CC=CC=N1,1.0,1.0,0.05660377358490566,0.5,0.05660377358490566,0.05660377358490566,,,,0.5,0.05660377358490566,0.05660377358490566,0.5,0.05660377358490566,0.05660377358490566,0.355,0.046198664368761466,0.05660377358490566
CCCC1C(=O)C2=C(O1)C(=CC(=C2)CC)OC,1.0,1.0,0.35294117647058826,0.5,0.35294117647058826,0.35294117647058826,,,,0.5,0.35294117647058826,0.35294117647058826,0.5,0.35294117647058826,0.35294117647058826,0.38636363636363635,0.300805852644088,0.35294117647058826
CCCC1CCC(C(C1)CCC)CCSCCC2CCC(C(C2)CCC)CCSCCC3CCC(C(C3)CCSCCC4CCC(C(C4)CCC(C)(C)C)CCC)CCC,1.0,1.0,0.48333333333333334,0.5,0.48333333333333334,0.48333333333333334,,,,0.5,0.48333333333333334,0.48333333333333334,0.5,0.48333333333333334,0.48333333333333334,0.39043381535038935,0.4788198359520509,0.48333333333333334
CCCC1CNC(CN1CC2=C(C(=CC=C2)Cl)Cl)C3CC3,1.0,1.0,0.2857142857142857,0.5,0.2857142857142857,0.2857142857142857,,,,0.5,0.2857142857142857,0.2857142857142857,0.5,0.2857142857142857,0.2857142857142857,0.36111111111111105,0.24278711484593837,0.2857142857142857
CCCC(C(=O)NCC1=CC=C(C=C1)C2=NNN=N2)N,1.0,1.0,0.3,0.5,0.3,0.3,,,,0.5,0.3,0.3,0.5,0.3,0.3,0.3095238095238095,0.29119152046783625,0.3
CCCC1CCCCN1C(=O)NCC(C)(CC)C(=O)O,1.0,1.0,0.3,0.5,0.3,0.3,,,,0.5,0.3,0.3,0.5,0.3,0.3,0.45833333333333326,0.2951417004048583,0.3
CCCC(C(=O)NC(C(=O)N)C(C)(C)C)N.Cl,1.0,1.0,0.35294117647058826,0.5,0.35294117647058826,0.35294117647058826,,,,0.5,0.35294117647058826,0.35294117647058826,0.5,0.35294117647058826,0.35294117647058826,0.45454545454545453,0.34543650793650793,0.35294117647058826
