SMILES,PG Explainer,Integrated Gradients,Saliency,SHAP Sampling,Input x Gradient,GNN Explainer,SubgraphX
CC(NS(=O)(=O)CCC(=O)O)c1ccccc1Cl,True,True,True,True,True,True,False
COc1ccc(C)cc1C(C)NC(=O)c1sc(S(N)(=O)=O)cc1C,True,True,True,True,True,True,False
CCC(C(=O)NC1CCCCC1)N(Cc1ccc(OC)cc1)C(=O)CCCN(c1ccc(OC)c(Cl)c1)S(C)(=O)=O,True,True,True,True,True,True,False
Cc1ccc2c3c([nH]c2c1)CCN(S(=O)(=O)c1ccc(C(C)C)cc1)C3,True,True,True,True,True,True,False
CC(C#N)CNS(=O)(=O)N(C)C(C)C,True,True,True,True,True,True,False
NCC(=O)[O-].[Ca+2].[OH-],True,True,True,True,True,True,False
C#CC(=O)C1CCCN1C(=O)OC(C)(C)C.CC(C)n1cc(Br)c(C2CCCN2)n1.CC(C)n1cc(Br)c(C2CCCN2C(=O)OC(C)(C)C)n1.CC(C)n1ccc(C2CCCN2C(=O)OC(C)(C)C)n1,True,True,True,True,True,True,False
CS(=O)(=O)N(Cc1cccnc1)c1ccc2c(c1)C(=O)N(CC(=O)OC(Cc1c(Cl)c[nH+]cc1Cl)c1ccc(OC(F)F)c(OCC3CC3)c1)C2=O.[OH-],True,True,True,True,True,True,False
COc1cc(C(F)(F)F)ccc1-c1oc(C(O)C2CN3CCC2CC3)cc1C,True,True,True,True,True,True,False
C1CCOC1.CCCCC1=[C-]CC=C1.[Cl-].[Cl-].[Ti+3],True,True,True,True,True,True,False
O=C(O)Cc1cccs1.O=C(O)Cc1cccs1.O=C(O)Cc1cccs1.O=C(O)Cc1cccs1.O=C1C=CNC1=O,True,True,True,True,True,True,False
[C-]#[N+]C(C)(CC)CC(CC(CC(S)C(=O)NC(C)(C)CS(=O)(=O)O)C(=O)OCCCC)C(=O)OCCOC,True,True,True,True,True,True,False
O=c1ccnc(SCC2(O)CCCC2)[nH]1,True,True,True,True,True,True,False
COc1cc([N+](=O)[O-])ccc1S(=O)(=O)Nc1cc(C(C)C)[nH]n1,True,True,True,True,True,True,False
Cc1cc(Oc2[c-]c3c(cc2)c2ccccc2n3-c2cc(C)ccn2)[c-]c(-n2cc(-c3c(Oc4ccccc4)c(C)c(C)c(C)c3Oc3ccccc3)cn2)c1.[Pt+2],True,True,True,True,True,True,False
O=C(Cc1noc2ccccc12)N1CCCN(S(=O)(=O)c2ccc(F)cc2)CC1,True,True,True,True,True,True,False
CC(C)CNS(=O)(=O)c1cccc(C(=O)NCCCc2ccccc2)c1,True,True,True,True,True,True,False
COc1cc(S(C)(=O)=O)ccc1N(C(=O)OC(C)OC(=O)C(CC(=O)C(N)C(C)C)C(C)C)c1nc2ccc(-c3ccc(CC(=O)C(C)c4ccc(F)cc4)cc3)cn2n1,True,True,True,True,True,True,False
CC1(C)c2ccccc2-c2ccc(N(c3ccccc3)c3cccc4c3-c3cccc5c(N(c6ccc(-c7ccccc7)cc6)c6ccc(-c7ccccc7)cc6)ccc(c35)O4)cc21,True,True,True,True,True,True,False
COC(=O)C1NNC(N)C1c1ccc(OC)c(F)c1,True,True,True,True,True,True,False
Cc1ccc(C)c(N(CCCC(=O)N(Cc2ccc(Cl)c(Cl)c2)C(C)C(=O)NC2CCCCC2)S(C)(=O)=O)c1,True,True,True,True,True,True,False
CCC(CC)Nc1cc2c(cc1N)NC(=O)CC2,True,True,True,True,True,True,False
CC(C)Oc1ccccc1C=CC(=O)c1cccc(S(=O)(=O)N(C)C)c1,True,True,True,True,True,True,False
CCC(C)NC(=O)C(CC)N(Cc1ccc(Cl)cc1Cl)C(=O)CCCN(c1ccc(OC)cc1)S(C)(=O)=O,True,True,True,True,True,True,False
CC(C)(C)Nc1ccc2cc(C(=O)C(C)(C)C)ccc2c1,True,True,True,True,True,True,False
COC1(CNC(=O)c2ccc(N)c([N+](=O)[O-])c2)CCOC1,True,True,True,True,True,True,False
COc1cc(-c2cc(F)cc(C(C)C)c2CC(=O)NS(=O)(=O)CC23CCC(CC2O)C3(C)C)ccn1,True,True,True,True,True,True,False
C[SiH](C)CC=[SiH2],True,True,True,True,True,True,True
Cc1noc(C)c1S(=O)(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)CC1CCCCC1)OCCCCC(C)O2,True,True,True,True,True,True,False
CCCC(=O)c1nc(C(CC2CCCC2)c2ccc(S(C)(=O)=O)cc2)[nH]c1F,True,True,True,True,True,True,False
CCCS(=O)(=O)N1CCC(NC(=O)C(C)C)CC1,True,True,True,True,True,True,False
CC1CN(C(C)c2nc3cc(Cl)ccc3n2Cc2ccccc2)CC1C(=O)O,True,True,True,True,True,True,False
COc1cc(C2SCC(=O)N2Cc2cnc(C)cn2)ccc1OC(=O)OC(C)(C)C,True,True,True,True,True,True,False
Cc1nc(NN=Cc2ccc(N(C)C)cc2)sc1N=Nc1ccccc1,True,True,True,True,True,True,False
Cc1ccc(-c2ccc(CC(CC(O)C(Cc3ccccc3)NC(=O)C(C3CNC(=O)N3Cc3cccc(C)n3)C(C)(C)C)NC(=O)O)cc2)nc1,True,True,True,True,True,True,False
O=C(OC(CF)CF)c1ccc2c(c1)B(O)OC2,True,True,True,True,True,True,False
CC1CN(c2ccc(C#N)c3nccnc23)CC(C(=O)NCC2COCCN2C)O1,True,True,True,True,True,True,False
Cn1nccc1C(=O)NC1CC2CCCC(C1)N2C(=O)CN1C(=O)CNC1=O,True,True,True,True,True,True,False
CC(C)(O)c1ncc(-c2ccc3nc4n(c3c2)C(c2c(NS(C)(=O)=O)cccc2OC(F)F)CC4)cn1,True,True,True,True,True,True,False
CC(C)c1ccc(N(C)CC(O)Cn2c3ccc(F)cc3c3cc(F)ccc32)cc1,True,True,True,True,True,True,False
CSC(CO)C(C)NS(=O)(=O)c1c(C)ccc(C)c1N,True,True,True,True,True,True,False
