Compound_CID,Name,Synonyms,Molecular_Formula,InChI,SMILES,InChIKey,IUPAC_Name,MeSH_Headings,Annotation_Content,Linked_BioAssays,Data_Source,Data_Source_Category,Tagged_by_PubChem,Molecular_Weight,Polar_Area,Complexity,XLogP,Heavy_Atom_Count,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Rotatable_Bond_Count,Exact_Mass,Monoisotopic_Mass,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Linked_PubChem_Patent_Family_Count,Annotation_Type_Count,Create_Date
101288299,"[(4aS,5R,5'S,6R,8R)-5'-(furan-3-yl)-6-methyl-2'-oxo-8-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyspiro[3,4,4a,6,7,8-hexahydro-2H-naphthalene-5,3'-oxolane]-1-yl]methyl acetate",SCHEMBL30834847,C27H36O11,"InChI=1S/C27H36O11/c1-13-8-18(36-25-24(32)23(31)22(30)20(10-28)37-25)21-16(12-35-14(2)29)4-3-5-17(21)27(13)9-19(38-26(27)33)15-6-7-34-11-15/h6-7,11,13,17-20,22-25,28,30-32H,3-5,8-10,12H2,1-2H3/t13-,17+,18-,19+,20-,22-,23+,24-,25-,27-/m1/s1",C[C@@H]1C[C@H](C2=C(CCC[C@@H]2[C@@]13C[C@H](OC3=O)C4=COC=C4)COC(=O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,HQWNBPDSSUVDMC-SUAWGPNASA-N,"[(4aS,5R,5'S,6R,8R)-5'-(furan-3-yl)-6-methyl-2'-oxo-8-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyspiro[3,4,4a,6,7,8-hexahydro-2H-naphthalene-5,3'-oxolane]-1-yl]methyl acetate",,Classification|Literature|Patents|Taxonomy,,Japan Chemical Substance Dictionary (Nikkaji)|MolGenie|SureChEMBL|Wikidata,Curation Efforts|Governmental Organizations|Research and Development,,536.6,165.0,936,-0.1,38,4,11,7,536.225769,536.225769,0,1,0,10,10,0,0,0,0,2,3,2,4,20151218
101607222,"(3aR,5'S,6aS,7S,8S,10aR)-5'-(furan-3-yl)-8-hydroxy-8-methylspiro[3a,4,5,6,6a,9-hexahydro-1H-benzo[d][2]benzofuran-7,3'-oxolane]-2',3,10-trione",SCHEMBL29591741,C20H22O7,"InChI=1S/C20H22O7/c1-18(24)8-15(21)19-10-26-16(22)12(19)3-2-4-14(19)20(18)7-13(27-17(20)23)11-5-6-25-9-11/h5-6,9,12-14,24H,2-4,7-8,10H2,1H3/t12-,13-,14-,18-,19-,20+/m0/s1",C[C@@]1(CC(=O)[C@@]23COC(=O)[C@@H]2CCC[C@@H]3[C@@]14C[C@H](OC4=O)C5=COC=C5)O,FDEIYBATZJRUJK-BNBVTTENSA-N,"(3aR,5'S,6aS,7S,8S,10aR)-5'-(furan-3-yl)-8-hydroxy-8-methylspiro[3a,4,5,6,6a,9-hexahydro-1H-benzo[d][2]benzofuran-7,3'-oxolane]-2',3,10-trione",,Classification|Literature|Patents|Taxonomy,,Cheminformatics Friedrich-Schiller-University Jena|Japan Chemical Substance Dictionary (Nikkaji)|MolGenie|SureChEMBL|Wikidata,Curation Efforts|Governmental Organizations|Research and Development,,374.4,103.0,719,0.6,27,1,7,1,374.136566,374.136566,0,1,0,6,6,0,0,0,0,2,1,1,4,20151218
162943241,"[5'-(Furan-3-yl)-5,6-dihydroxy-4-(hydroxymethyl)-7-methyl-2'-oxospiro[1,2,5,6,7,8a-hexahydronaphthalene-8,3'-oxolane]-4a-yl]methyl acetate",,C22H28O8,"InChI=1S/C22H28O8/c1-12-18(25)19(26)22(11-29-13(2)24)15(9-23)4-3-5-17(22)21(12)8-16(30-20(21)27)14-6-7-28-10-14/h4,6-7,10,12,16-19,23,25-26H,3,5,8-9,11H2,1-2H3",CC1C(C(C2(C(C13CC(OC3=O)C4=COC=C4)CCC=C2CO)COC(=O)C)O)O,AVDXUVZURBFCNE-UHFFFAOYSA-N,"[5'-(furan-3-yl)-5,6-dihydroxy-4-(hydroxymethyl)-7-methyl-2'-oxospiro[1,2,5,6,7,8a-hexahydronaphthalene-8,3'-oxolane]-4a-yl]methyl acetate",,Classification|Literature|Patents|Taxonomy,,Cheminformatics Friedrich-Schiller-University Jena|Google Patents|MolGenie|Wikidata,Curation Efforts|Research and Development,,420.5,126.0,735,0.3,30,3,8,5,420.178406,420.178406,0,1,0,7,0,7,0,0,0,2,231,212,4,20220413
56776182,"NCGC00385045-01_C19H20O6_(3R,5S)-5-(3-Furyl)-8a'-hydroxy-7'-methyl-3',4,5,5',5a',7',8',8a'-octahydrospiro[furan-3,6'-naphtho[1,8-bc]furan]-2,2'(4'H)-dione","Compound NP-015737|AKOS040738724|NCGC00385045-01|NCGC00385045-01_C19H20O6_(3R,5S)-5-(3-Furyl)-8a'-hydroxy-7'-methyl-3',4,5,5',5a',7',8',8a'-octahydrospiro[furan-3,6'-naphtho[1,8-bc]furan]-2,2'(4'H)-dione",C19H20O6,"InChI=1S/C19H20O6/c1-10-7-19(22)15-12(16(20)25-19)3-2-4-13(15)18(10)8-14(24-17(18)21)11-5-6-23-9-11/h5-6,9-10,13-14,22H,2-4,7-8H2,1H3/t10?,13?,14-,18+,19?/m0/s1",CC1CC2(C3=C(CCCC3[C@@]14C[C@H](OC4=O)C5=COC=C5)C(=O)O2)O,LIGLPZJMSAQJSF-CUMWWUEVSA-N,"(5'S,9R)-5'-(furan-3-yl)-1-hydroxy-10-methylspiro[2-oxatricyclo[6.3.1.04,12]dodec-4(12)-ene-9,3'-oxolane]-2',3-dione",,Biological Test Results|Literature|Spectral Information|Biological Test Results: Micromolar,1296008|1296009|1345084|1346986|1346987|1347055|1347159|1347160|1508620|1645851|1645870|1645876|1645877|1671188|1671193|1745853|1845191|1845192|1845220|1845221|1845222|1845223|1963823|1963824|1964100|1964101|1964102|1964103|1964104|1964105|1964106|1964107|2060322|2061308|2061315|2202376|2202377|2202548,AKos Consulting & Solutions|Aurora Fine Chemicals LLC|Chem-Space.com Database|Cheminformatics Friedrich-Schiller-University Jena|MassBank of North America (MoNA)|Mcule|Molport|National Center for Advancing Translational Sciences (NCATS),Chemical Vendors|Governmental Organizations|Legacy Depositors|NIH Initiatives|Research and Development,,344.4,86.0,683,1.6,25,1,6,1,344.125977,344.125977,0,1,0,5,2,3,0,0,0,4,0,0,4,20120308
76312360,"[(4aR,5S,5'R,7R,8R,8aS)-5-acetyloxy-5'-(furan-3-yl)-4,4-dihydroxy-7-methyl-2'-oxospiro[2,3,5,6,7,8a-hexahydro-1H-naphthalene-8,3'-oxolane]-4a-yl]methyl acetate",CHEMBL2269288,C23H30O9,"InChI=1S/C23H30O9/c1-13-9-19(31-15(3)25)22(12-30-14(2)24)18(5-4-7-23(22,27)28)21(13)10-17(32-20(21)26)16-6-8-29-11-16/h6,8,11,13,17-19,27-28H,4-5,7,9-10,12H2,1-3H3/t13-,17-,18-,19+,21-,22+/m1/s1",C[C@@H]1C[C@@H]([C@@]2([C@@H]([C@@]13C[C@@H](OC3=O)C4=COC=C4)CCCC2(O)O)COC(=O)C)OC(=O)C,NEOFFJHLTWHWBI-USDIWXBASA-N,"[(4aR,5S,5'R,7R,8R,8aS)-5-acetyloxy-5'-(furan-3-yl)-4,4-dihydroxy-7-methyl-2'-oxospiro[2,3,5,6,7,8a-hexahydro-1H-naphthalene-8,3'-oxolane]-4a-yl]methyl acetate",,Biological Test Results|Classification|Literature,1100801,ChEMBL|MolGenie,Curation Efforts|Research and Development,,450.5,133.0,779,1.4,32,2,9,6,450.188995,450.188995,0,1,0,6,6,0,0,0,0,1,0,0,3,20140729
76315893,"[(4S,4aR,5S,5'R,7R,8R,8aS)-5-acetyloxy-4-formyl-5'-(furan-3-yl)-7-methyl-2'-oxospiro[1,2,3,4,5,6,7,8a-octahydronaphthalene-8,3'-oxolane]-4a-yl]methyl acetate",CHEMBL2269289,C24H30O8,"InChI=1S/C24H30O8/c1-14-9-21(31-16(3)27)24(13-30-15(2)26)18(11-25)5-4-6-20(24)23(14)10-19(32-22(23)28)17-7-8-29-12-17/h7-8,11-12,14,18-21H,4-6,9-10,13H2,1-3H3/t14-,18-,19-,20-,21+,23-,24+/m1/s1",C[C@@H]1C[C@@H]([C@]2([C@H](CCC[C@@H]2[C@@]13C[C@@H](OC3=O)C4=COC=C4)C=O)COC(=O)C)OC(=O)C,MMMZKEYVTGEQQM-FURPTWHTSA-N,"[(4S,4aR,5S,5'R,7R,8R,8aS)-5-acetyloxy-4-formyl-5'-(furan-3-yl)-7-methyl-2'-oxospiro[1,2,3,4,5,6,7,8a-octahydronaphthalene-8,3'-oxolane]-4a-yl]methyl acetate",,Biological Test Results|Classification|Literature,1100801,ChEMBL|Japan Chemical Substance Dictionary (Nikkaji)|MolGenie,Curation Efforts|Governmental Organizations|Research and Development,,446.5,109.0,780,2.5,32,0,8,7,446.194061,446.194061,0,1,0,7,7,0,0,0,0,1,0,0,3,20140729
76319607,"(1S,3R,4S,7R,9R,10S)-7-(furan-3-yl)-3-hydroxy-9-methyl-6,16-dioxatetracyclo[8.7.0.01,14.04,9]heptadec-13-ene-5,15-dione",CHEMBL2269297,C20H22O6,"InChI=1S/C20H22O6/c1-19-8-14(11-5-6-24-9-11)26-18(23)16(19)13(21)7-20-10-25-17(22)12(20)3-2-4-15(19)20/h3,5-6,9,13-16,21H,2,4,7-8,10H2,1H3/t13-,14-,15+,16+,19-,20-/m1/s1",C[C@]12C[C@@H](OC(=O)[C@@H]1[C@@H](C[C@]34[C@H]2CCC=C3C(=O)OC4)O)C5=COC=C5,HCFZFECEGOZSEN-KYMCYIMRSA-N,"(1S,3R,4S,7R,9R,10S)-7-(furan-3-yl)-3-hydroxy-9-methyl-6,16-dioxatetracyclo[8.7.0.01,14.04,9]heptadec-13-ene-5,15-dione",,Biological Test Results|Classification|Literature,1100801,ChEMBL|Japan Chemical Substance Dictionary (Nikkaji)|MolGenie,Curation Efforts|Governmental Organizations|Research and Development,,358.4,86.0,686,2.1,26,1,6,1,358.141632,358.141632,0,1,0,6,6,0,0,0,0,1,0,0,3,20140729
90676777,"methyl (1R,2S,4S,6R,8R,9S,14S)-14-acetyloxy-6-(furan-3-yl)-2-hydroxy-16-methylidene-3,5-dioxatetracyclo[6.5.3.01,9.04,8]hexadec-12-ene-13-carboxylate",CHEMBL3263393,C23H26O8,"InChI=1S/C23H26O8/c1-12-9-18(29-13(2)24)23-15(19(25)27-3)5-4-6-17(23)22(12)10-16(14-7-8-28-11-14)30-21(22)31-20(23)26/h5,7-8,11,16-18,20-21,26H,1,4,6,9-10H2,2-3H3/t16-,17+,18+,20+,21+,22+,23+/m1/s1",CC(=O)O[C@H]1CC(=C)[C@]23C[C@@H](O[C@H]2O[C@@H]([C@@]14[C@H]3CCC=C4C(=O)OC)O)C5=COC=C5,HTVMZRDDOHBSER-WIDHOSKQSA-N,"methyl (1R,2S,4S,6R,8R,9S,14S)-14-acetyloxy-6-(furan-3-yl)-2-hydroxy-16-methylidene-3,5-dioxatetracyclo[6.5.3.01,9.04,8]hexadec-12-ene-13-carboxylate",,Biological Test Results|Classification|Literature,1140604|1140605|1140606|1140607|1140608|1140609|1140610|1140611|1140612|1140613|1140614|1140615|1140616,ChEMBL|Cheminformatics Friedrich-Schiller-University Jena|MolGenie|Wikidata,Curation Efforts|Research and Development,,430.4,104.0,835,1.9,31,1,8,5,430.162781,430.162781,0,1,0,7,7,0,0,0,0,1,0,0,3,20150311
90676778,"methyl (1R,2R,4S,6R,8R,9S,14S)-14-acetyloxy-6-(furan-3-yl)-2-hydroxy-16-methylidene-3,5-dioxatetracyclo[6.5.3.01,9.04,8]hexadec-12-ene-13-carboxylate",CHEMBL3263394,C23H26O8,"InChI=1S/C23H26O8/c1-12-9-18(29-13(2)24)23-15(19(25)27-3)5-4-6-17(23)22(12)10-16(14-7-8-28-11-14)30-21(22)31-20(23)26/h5,7-8,11,16-18,20-21,26H,1,4,6,9-10H2,2-3H3/t16-,17+,18+,20-,21+,22+,23+/m1/s1",CC(=O)O[C@H]1CC(=C)[C@]23C[C@@H](O[C@H]2O[C@H]([C@@]14[C@H]3CCC=C4C(=O)OC)O)C5=COC=C5,HTVMZRDDOHBSER-CDSWCQBOSA-N,"methyl (1R,2R,4S,6R,8R,9S,14S)-14-acetyloxy-6-(furan-3-yl)-2-hydroxy-16-methylidene-3,5-dioxatetracyclo[6.5.3.01,9.04,8]hexadec-12-ene-13-carboxylate",,Biological Test Results|Classification|Literature,1140604|1140605|1140606|1140607|1140608|1140609|1140610|1140611|1140612|1140613|1140614|1140615|1140616,ChEMBL|Cheminformatics Friedrich-Schiller-University Jena|MolGenie,Curation Efforts|Research and Development,,430.4,104.0,835,1.9,31,1,8,5,430.162781,430.162781,0,1,0,7,7,0,0,0,0,1,0,0,3,20150311
132487984,"(1R,2S,4R,5R,5'S,6S,9R,12S)-5'-(furan-3-yl)-2,9-dihydroxy-12-(hydroxymethyl)-4-methylspiro[10-oxatricyclo[7.2.1.01,6]dodecane-5,3'-oxolane]-2'-one",CHEMBL4206584,C20H26O7,"InChI=1S/C20H26O7/c1-11-6-16(22)19-10-26-20(24,15(19)8-21)4-2-14(19)18(11)7-13(27-17(18)23)12-3-5-25-9-12/h3,5,9,11,13-16,21-22,24H,2,4,6-8,10H2,1H3/t11-,13+,14-,15-,16+,18-,19-,20-/m1/s1",C[C@@H]1C[C@@H]([C@@]23CO[C@@]([C@@H]2CO)(CC[C@@H]3[C@@]14C[C@H](OC4=O)C5=COC=C5)O)O,VVXQKDZPHUEPRT-MZPAYMKYSA-N,"(1R,2S,4R,5R,5'S,6S,9R,12S)-5'-(furan-3-yl)-2,9-dihydroxy-12-(hydroxymethyl)-4-methylspiro[10-oxatricyclo[7.2.1.01,6]dodecane-5,3'-oxolane]-2'-one",,Biological Test Results|Classification|Literature,1376994|1376996|1376997|1376998|1376999|1377000|1377001|1377002,ChEMBL|Japan Chemical Substance Dictionary (Nikkaji)|MolGenie,Curation Efforts|Governmental Organizations|Research and Development,,378.4,109.0,640,0.8,27,3,7,2,378.167847,378.167847,0,1,0,8,8,0,0,0,0,1,0,0,3,20180406
132487987,"(1R,4R,5S,5'S,8S,9R,10R,12R)-5'-(furan-3-yl)-1,4,5-trihydroxy-10-methylspiro[2-oxatricyclo[6.3.1.04,12]dodecane-9,3'-oxolane]-2'-one",CHEMBL4211844,C19H24O7,"InChI=1S/C19H24O7/c1-10-6-19(23)15-12(2-3-14(20)18(15,22)9-25-19)17(10)7-13(26-16(17)21)11-4-5-24-8-11/h4-5,8,10,12-15,20,22-23H,2-3,6-7,9H2,1H3/t10-,12+,13+,14+,15-,17-,18-,19-/m1/s1",C[C@@H]1C[C@@]2([C@@H]3[C@@H]([C@@]14C[C@H](OC4=O)C5=COC=C5)CC[C@@H]([C@@]3(CO2)O)O)O,OMOFCPZJRXAEBO-MPUFNBLMSA-N,"(1R,4R,5S,5'S,8S,9R,10R,12R)-5'-(furan-3-yl)-1,4,5-trihydroxy-10-methylspiro[2-oxatricyclo[6.3.1.04,12]dodecane-9,3'-oxolane]-2'-one",,Biological Test Results|Classification|Literature,1376994|1376996|1376997|1376998|1376999|1377000|1377001|1377002,ChEMBL|Japan Chemical Substance Dictionary (Nikkaji)|MolGenie,Curation Efforts|Governmental Organizations|Research and Development,,364.4,109.0,625,0.1,26,3,7,1,364.152191,364.152191,0,1,0,8,8,0,0,0,0,1,0,0,3,20180406
132487988,"[(1R,4R,5S,5'S,8S,9R,10R,12S)-5'-(furan-3-yl)-1,4,5-trihydroxy-10-methyl-2'-oxospiro[2-oxatricyclo[6.3.1.04,12]dodecane-9,3'-oxolane]-12-yl]methyl acetate",CHEMBL4208137,C22H28O9,"InChI=1S/C22H28O9/c1-12-7-22(27)20(10-29-13(2)23)16(3-4-17(24)21(20,26)11-30-22)19(12)8-15(31-18(19)25)14-5-6-28-9-14/h5-6,9,12,15-17,24,26-27H,3-4,7-8,10-11H2,1-2H3/t12-,15+,16-,17+,19-,20-,21-,22-/m1/s1",C[C@@H]1C[C@@]2([C@@]3([C@@H]([C@@]14C[C@H](OC4=O)C5=COC=C5)CC[C@@H]([C@@]3(CO2)O)O)COC(=O)C)O,PDJXLEORRFBKGA-HFGPNYIFSA-N,"[(1R,4R,5S,5'S,8S,9R,10R,12S)-5'-(furan-3-yl)-1,4,5-trihydroxy-10-methyl-2'-oxospiro[2-oxatricyclo[6.3.1.04,12]dodecane-9,3'-oxolane]-12-yl]methyl acetate",,Biological Test Results|Classification|Literature,1376994|1376996|1376997|1376998|1376999|1377000|1377001|1377002,ChEMBL|Japan Chemical Substance Dictionary (Nikkaji)|MolGenie,Curation Efforts|Governmental Organizations|Research and Development,,436.5,136.0,787,-0.2,31,3,9,4,436.173340,436.173340,0,1,0,8,8,0,0,0,0,1,0,0,3,20180406
137652088,"methyl (3S,4aS,5S,6S,8aR)-3-(furan-3-yl)-6-[(2R)-4-hydroxy-1-methoxy-1-oxobutan-2-yl]-4a,6-dimethyl-1-oxo-3,4,5,7,8,8a-hexahydroisochromene-5-carboxylate",CHEMBL4076437|BDBM50265932,C22H30O8,"InChI=1S/C22H30O8/c1-21(15(6-9-23)18(24)27-3)8-5-14-19(25)30-16(13-7-10-29-12-13)11-22(14,2)17(21)20(26)28-4/h7,10,12,14-17,23H,5-6,8-9,11H2,1-4H3/t14-,15-,16-,17-,21-,22-/m0/s1",C[C@]1(CC[C@H]2C(=O)O[C@@H](C[C@@]2([C@H]1C(=O)OC)C)C3=COC=C3)[C@@H](CCO)C(=O)OC,PXSKYKYOGRCJTR-YGQHUFLISA-N,"methyl (3S,4aS,5S,6S,8aR)-3-(furan-3-yl)-6-[(2R)-4-hydroxy-1-methoxy-1-oxobutan-2-yl]-4a,6-dimethyl-1-oxo-3,4,5,7,8,8a-hexahydroisochromene-5-carboxylate",,Biological Test Results|Classification|Literature,1482220|1482221,BindingDB|ChEMBL|MolGenie,Curation Efforts|Research and Development,,422.5,112.0,678,2.2,30,1,8,8,422.194061,422.194061,0,1,0,6,6,0,0,0,0,1,0,0,3,20190408
137656834,"(3R)-3-[(3S,4aS,5S,6S,8aR)-3-(furan-3-yl)-5-methoxycarbonyl-4a,6-dimethyl-1-oxo-3,4,5,7,8,8a-hexahydroisochromen-6-yl]-4-methoxy-4-oxobutanoic acid",CHEMBL4105286|BDBM50265929,C22H28O9,"InChI=1S/C22H28O9/c1-21(14(9-16(23)24)18(25)28-3)7-5-13-19(26)31-15(12-6-8-30-11-12)10-22(13,2)17(21)20(27)29-4/h6,8,11,13-15,17H,5,7,9-10H2,1-4H3,(H,23,24)/t13-,14-,15-,17-,21-,22-/m0/s1",C[C@]1(CC[C@H]2C(=O)O[C@@H](C[C@@]2([C@H]1C(=O)OC)C)C3=COC=C3)[C@@H](CC(=O)O)C(=O)OC,PWOAPAYAZIUOOU-PFECHYNCSA-N,"(3R)-3-[(3S,4aS,5S,6S,8aR)-3-(furan-3-yl)-5-methoxycarbonyl-4a,6-dimethyl-1-oxo-3,4,5,7,8,8a-hexahydroisochromen-6-yl]-4-methoxy-4-oxobutanoic acid",,Biological Test Results|Classification|Literature,1482220|1482221,BindingDB|ChEMBL|MolGenie,Curation Efforts|Research and Development,,436.5,129.0,749,2.0,31,1,9,8,436.173340,436.173340,0,1,0,6,6,0,0,0,0,1,0,0,3,20190408
159081,Teuscordonin,"Teuscordonin|12-epi-Teuscordonin|124817-37-4|5'-(furan-3-yl)-12-(hydroxymethyl)-10-methylspiro[2-oxatricyclo[6.3.1.04,12]dodec-4-ene-9,3'-oxolane]-2',3-dione|5'-(furan-3-yl)-12-(hydroxymethyl)-10-methylspiro(2-oxatricyclo(6.3.1.04,12)dodec-4-ene-9,3'-oxolane)-2',3-dione|RefChem:932875|87376-66-7|Teuscorodonin|(+)-Teuscorodonin|DTXSID40924938|Spiro(furan-3(2H),6'-(6H)naphtho(1,8-bc)furan)-2,2'(4'H)-dione,5-(3-furanyl)-4,5,5',5'a,7',8',8'a,8'b-octahydro-8'b-(hydroxymethyl)-7'-methyl-, (3R,5S,5'aS,7'R,8'aR,8'bR)-|5'-(Furan-3-yl)-8b-(hydroxymethyl)-7-methyl-5,5a,7,8,8a,8b-hexahydrospiro[naphtho[1,8-bc]furan-6,3'-oxolane]-2,2'(4H)-dione|Spiro(furan-3(2H),6'-(6H)-naphtho(1,8-bc)furan)-2,2'(4'H)-dione, 5-(3-furanyl)-4,5,5',5'a,7',8',8'a,8'b-octahydro-8'b-(hydroxymethyl)-7'-methyl-, (5'aS-(5'aalpha,6'beta(S*),7'beta,8'abeta,8'bbeta))-",C20H22O6,"InChI=1S/C20H22O6/c1-11-7-16-20(10-21)13(17(22)26-16)3-2-4-15(20)19(11)8-14(25-18(19)23)12-5-6-24-9-12/h3,5-6,9,11,14-16,21H,2,4,7-8,10H2,1H3",CC1CC2C3(C(C14CC(OC4=O)C5=COC=C5)CCC=C3C(=O)O2)CO,XLVPVNMSPILFPC-UHFFFAOYSA-N,"5'-(furan-3-yl)-12-(hydroxymethyl)-10-methylspiro[2-oxatricyclo[6.3.1.04,12]dodec-4-ene-9,3'-oxolane]-2',3-dione",teuscordonin,Classification|Literature|Taxonomy,,"ABI Chem|ChemIDplus|Cheminformatics Friedrich-Schiller-University Jena|ChemSpider|EPA DSSTox|EvitaChem|J&H Chemical Co.,ltd|MolGenie|MuseChem|NextBio|NovoSeek|PubChem Reference Collection|RR Scientific|THE BioTek|ToxPlanet|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,,358.4,86.0,686,2.0,26,1,6,2,358.141632,358.141632,0,1,0,6,0,6,0,0,0,4,0,0,3,20050808
442074,Plaunol B,"PLAUNOL B|(1R,5'S,8S,9S,12R)-5'-(furan-3-yl)-12-(hydroxymethyl)-10-methylidenespiro[2-oxatricyclo[6.3.1.04,12]dodec-4-ene-9,3'-oxolane]-2',3-dione|C09166|CHEBI:8265|Q27108019",C20H20O6,"InChI=1S/C20H20O6/c1-11-7-16-20(10-21)13(17(22)26-16)3-2-4-15(20)19(11)8-14(25-18(19)23)12-5-6-24-9-12/h3,5-6,9,14-16,21H,1-2,4,7-8,10H2/t14-,15+,16+,19+,20-/m0/s1",C=C1C[C@@H]2[C@@]3([C@@H]([C@@]14C[C@H](OC4=O)C5=COC=C5)CCC=C3C(=O)O2)CO,GQRWYOWPTLFVDK-AFJOWOCMSA-N,"(1R,5'S,8S,9S,12R)-5'-(furan-3-yl)-12-(hydroxymethyl)-10-methylidenespiro[2-oxatricyclo[6.3.1.04,12]dodec-4-ene-9,3'-oxolane]-2',3-dione",,Classification|Literature|Taxonomy,,"ABI Chem|BenchChem|ChEBI|Chemieliva Pharmaceutical Co., Ltd|Cheminformatics Friedrich-Schiller-University Jena|ChemSpider|Egon Willighagen, Department of Bioinformatics - BiGCaT, Maastricht University|EvitaChem|Japan Chemical Substance Dictionary (Nikkaji)|KEGG|MolGenie|NextBio|RR Scientific|ToxPlanet|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,,356.4,86.0,726,1.6,26,1,6,2,356.125977,356.125977,0,1,0,5,5,0,0,0,0,2,0,0,3,20050624
3500934,CID 3500934,,C22H24O8,"InChI=1S/C22H24O8/c1-12-17(24)18(25)22(11-28-13(2)23)16(4-3-6-20(22)10-29-20)21(12)8-15(30-19(21)26)14-5-7-27-9-14/h5,7,9,12,15-16H,3-4,6,8,10-11H2,1-2H3",CC1C(=O)C(=O)C2(C(C13CC(OC3=O)C4=COC=C4)CCCC25CO5)COC(=O)C,CENICYUALNGAFW-UHFFFAOYSA-N,,,Classification|Literature|Taxonomy,,"ABI Chem|ChemDB|Chemieliva Pharmaceutical Co., Ltd|Cheminformatics Friedrich-Schiller-University Jena|ChemSpider|DiscoveryGate|MolGenie|NextBio|Wikidata",Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development|Subscription Services,,416.4,112.0,822,0.8,30,0,8,4,416.147125,416.147125,0,1,0,6,0,6,0,0,0,2,0,0,3,20050908
3984885,CID 3984885,,C22H26O8,"InChI=1S/C22H26O8/c1-12-17(24)18(25)22(11-28-13(2)23)16(4-3-6-20(22)10-29-20)21(12)8-15(30-19(21)26)14-5-7-27-9-14/h5,7,9,12,15-17,24H,3-4,6,8,10-11H2,1-2H3",CC1C(C(=O)C2(C(C13CC(OC3=O)C4=COC=C4)CCCC25CO5)COC(=O)C)O,OTBYKTCXWWCEQU-UHFFFAOYSA-N,,,Classification|Literature|Taxonomy,,ABI Chem|ChemDB|Cheminformatics Friedrich-Schiller-University Jena|ChemSpider|MolGenie|NextBio|Wikidata,Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development|Subscription Services,,418.4,116.0,781,0.9,30,1,8,4,418.162781,418.162781,0,1,0,7,0,7,0,0,0,2,0,0,3,20050912
5318186,5beta-Hydroxy-cis-dehydrocrotonin,"5beta-Hydroxy-cis-dehydrocrotonin|CHEBI:229018|(4aS,5'R,7R,8R,8aR)-5'-(uran-3-yl)-4a-hydroxy-7-methylspiro[5,6,7,8a-tetrahydro-1H-naphthalene-8,3'-oxolane]-2,2'-dione",C18H20O5,"InChI=1S/C18H20O5/c1-11-2-5-17(21)6-3-13(19)8-15(17)18(11)9-14(23-16(18)20)12-4-7-22-10-12/h3-4,6-7,10-11,14-15,21H,2,5,8-9H2,1H3/t11-,14-,15+,17+,18-/m1/s1",C[C@@H]1CC[C@@]2(C=CC(=O)C[C@@H]2[C@@]13C[C@@H](OC3=O)C4=COC=C4)O,GVAHPQGSIBNUKI-WUARAQQHSA-N,"(4aS,5'R,7R,8R,8aR)-5'-(furan-3-yl)-4a-hydroxy-7-methylspiro[5,6,7,8a-tetrahydro-1H-naphthalene-8,3'-oxolane]-2,2'-dione",,Classification|Literature|Taxonomy,,ABI Chem|ChEBI|ChemSpider|MolGenie|NextBio|NovoSeek|Wikidata,Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development|Subscription Services,,316.3,76.7,570,1.2,23,1,5,1,316.131073,316.131073,0,1,0,5,5,0,0,0,0,2,0,0,3,20060118
